"year","yearmonthf","monthf","week","monthweek","weekdayf","VIX.Close"
2012,"Oct 2012","Oct",41,2,"Tue",16.370001
2012,"Oct 2012","Oct",41,2,"Wed",16.290001
2012,"Oct 2012","Oct",41,2,"Thu",15.59
2012,"Oct 2012","Oct",41,2,"Fri",16.139999
2012,"Oct 2012","Oct",42,3,"Mon",15.27
2012,"Oct 2012","Oct",42,3,"Tue",15.22
2012,"Oct 2012","Oct",42,3,"Wed",15.07
2012,"Oct 2012","Oct",42,3,"Thu",15.03
2012,"Oct 2012","Oct",42,3,"Fri",16.969999
2012,"Oct 2012","Oct",43,4,"Mon",16.620001
2012,"Oct 2012","Oct",43,4,"Tue",18.83
2012,"Oct 2012","Oct",43,4,"Wed",18.33
2012,"Oct 2012","Oct",43,4,"Thu",18.120001
2012,"Oct 2012","Oct",43,4,"Fri",17.809999
2012,"Oct 2012","Oct",44,5,"Wed",18.6
2012,"Nov 2012","Nov",44,1,"Thu",16.690001
2012,"Nov 2012","Nov",44,1,"Fri",17.59
2012,"Nov 2012","Nov",45,2,"Mon",18.42
2012,"Nov 2012","Nov",45,2,"Tue",17.58
2012,"Nov 2012","Nov",45,2,"Wed",19.08
2012,"Nov 2012","Nov",45,2,"Thu",18.49
2012,"Nov 2012","Nov",45,2,"Fri",18.610001
2012,"Nov 2012","Nov",46,3,"Mon",16.68
2012,"Nov 2012","Nov",46,3,"Tue",16.65
2012,"Nov 2012","Nov",46,3,"Wed",17.92
2012,"Nov 2012","Nov",46,3,"Thu",17.99
2012,"Nov 2012","Nov",46,3,"Fri",16.41
2012,"Nov 2012","Nov",47,4,"Mon",15.24
2012,"Nov 2012","Nov",47,4,"Tue",15.08
2012,"Nov 2012","Nov",47,4,"Wed",15.31
2012,"Nov 2012","Nov",47,4,"Fri",15.14
2012,"Nov 2012","Nov",48,5,"Mon",15.5
2012,"Nov 2012","Nov",48,5,"Tue",15.92
2012,"Nov 2012","Nov",48,5,"Wed",15.51
2012,"Nov 2012","Nov",48,5,"Thu",15.06
2012,"Nov 2012","Nov",48,5,"Fri",15.87
2012,"Dec 2012","Dec",49,1,"Mon",16.639999
2012,"Dec 2012","Dec",49,1,"Tue",17.120001
2012,"Dec 2012","Dec",49,1,"Wed",16.459999
2012,"Dec 2012","Dec",49,1,"Thu",16.58
2012,"Dec 2012","Dec",49,1,"Fri",15.87
2012,"Dec 2012","Dec",50,2,"Mon",16.049999
2012,"Dec 2012","Dec",50,2,"Tue",15.57
2012,"Dec 2012","Dec",50,2,"Wed",15.95
2012,"Dec 2012","Dec",50,2,"Thu",16.559999
2012,"Dec 2012","Dec",50,2,"Fri",16.99
2012,"Dec 2012","Dec",51,3,"Mon",16.34
2012,"Dec 2012","Dec",51,3,"Tue",15.57
2012,"Dec 2012","Dec",51,3,"Wed",17.360001
2012,"Dec 2012","Dec",51,3,"Thu",17.67
2012,"Dec 2012","Dec",51,3,"Fri",17.84
2012,"Dec 2012","Dec",52,4,"Mon",17.84
2012,"Dec 2012","Dec",52,4,"Wed",19.48
2012,"Dec 2012","Dec",52,4,"Thu",19.469999
2012,"Dec 2012","Dec",52,4,"Fri",21.790001
2012,"Dec 2012","Dec",53,5,"Mon",18.02
2013,"Jan 2013","Jan",0,1,"Wed",14.68
2013,"Jan 2013","Jan",0,1,"Thu",14.56
2013,"Jan 2013","Jan",0,1,"Fri",13.83
2013,"Jan 2013","Jan",1,2,"Mon",13.79
2013,"Jan 2013","Jan",1,2,"Tue",13.62
2013,"Jan 2013","Jan",1,2,"Wed",13.81
2013,"Jan 2013","Jan",1,2,"Thu",13.49
2013,"Jan 2013","Jan",1,2,"Fri",13.36
2013,"Jan 2013","Jan",2,3,"Mon",13.52
2013,"Jan 2013","Jan",2,3,"Tue",13.55
2013,"Jan 2013","Jan",2,3,"Wed",13.42
2013,"Jan 2013","Jan",2,3,"Thu",13.57
2013,"Jan 2013","Jan",2,3,"Fri",12.46
2013,"Jan 2013","Jan",3,4,"Tue",12.43
2013,"Jan 2013","Jan",3,4,"Wed",12.46
2013,"Jan 2013","Jan",3,4,"Thu",12.69
2013,"Jan 2013","Jan",3,4,"Fri",12.89
2013,"Jan 2013","Jan",4,5,"Mon",13.57
2013,"Jan 2013","Jan",4,5,"Tue",13.31
2013,"Jan 2013","Jan",4,5,"Wed",14.32
2013,"Jan 2013","Jan",4,5,"Thu",14.38
2013,"Feb 2013","Feb",4,1,"Fri",12.9
2013,"Feb 2013","Feb",5,2,"Mon",14.67
2013,"Feb 2013","Feb",5,2,"Tue",13.72
2013,"Feb 2013","Feb",5,2,"Wed",13.41
2013,"Feb 2013","Feb",5,2,"Thu",13.5
2013,"Feb 2013","Feb",5,2,"Fri",13.02
2013,"Feb 2013","Feb",6,3,"Mon",12.94
2013,"Feb 2013","Feb",6,3,"Tue",12.64
2013,"Feb 2013","Feb",6,3,"Wed",12.98
2013,"Feb 2013","Feb",6,3,"Thu",12.66
2013,"Feb 2013","Feb",6,3,"Fri",12.46
2013,"Feb 2013","Feb",7,4,"Tue",12.31
2013,"Feb 2013","Feb",7,4,"Wed",14.68
2013,"Feb 2013","Feb",7,4,"Thu",15.22
2013,"Feb 2013","Feb",7,4,"Fri",14.17
2013,"Feb 2013","Feb",8,5,"Mon",18.99
2013,"Feb 2013","Feb",8,5,"Tue",16.870001
2013,"Feb 2013","Feb",8,5,"Wed",14.73
2013,"Feb 2013","Feb",8,5,"Thu",15.51
2013,"Mar 2013","Mar",8,1,"Fri",15.36
2013,"Mar 2013","Mar",9,2,"Mon",14.01
2013,"Mar 2013","Mar",9,2,"Tue",13.48
2013,"Mar 2013","Mar",9,2,"Wed",13.53
2013,"Mar 2013","Mar",9,2,"Thu",13.06
2013,"Mar 2013","Mar",9,2,"Fri",12.59
2013,"Mar 2013","Mar",10,3,"Mon",11.56
2013,"Mar 2013","Mar",10,3,"Tue",12.27
2013,"Mar 2013","Mar",10,3,"Wed",11.83
2013,"Mar 2013","Mar",10,3,"Thu",11.3
2013,"Mar 2013","Mar",10,3,"Fri",11.3
2013,"Mar 2013","Mar",11,4,"Mon",13.36
2013,"Mar 2013","Mar",11,4,"Tue",14.39
2013,"Mar 2013","Mar",11,4,"Wed",12.67
2013,"Mar 2013","Mar",11,4,"Thu",13.99
2013,"Mar 2013","Mar",11,4,"Fri",13.57
2013,"Mar 2013","Mar",12,5,"Mon",13.74
2013,"Mar 2013","Mar",12,5,"Tue",12.77
2013,"Mar 2013","Mar",12,5,"Wed",13.15
2013,"Mar 2013","Mar",12,5,"Thu",12.7
2013,"Apr 2013","Apr",13,1,"Mon",13.58
2013,"Apr 2013","Apr",13,1,"Tue",12.76
2013,"Apr 2013","Apr",13,1,"Wed",14.21
2013,"Apr 2013","Apr",13,1,"Thu",13.89
2013,"Apr 2013","Apr",13,1,"Fri",13.92
2013,"Apr 2013","Apr",14,2,"Mon",13.19
2013,"Apr 2013","Apr",14,2,"Tue",12.84
2013,"Apr 2013","Apr",14,2,"Wed",12.36
2013,"Apr 2013","Apr",14,2,"Thu",12.24
2013,"Apr 2013","Apr",14,2,"Fri",12.06
2013,"Apr 2013","Apr",15,3,"Mon",17.27
2013,"Apr 2013","Apr",15,3,"Tue",13.96
2013,"Apr 2013","Apr",15,3,"Wed",16.51
2013,"Apr 2013","Apr",15,3,"Thu",17.559999
2013,"Apr 2013","Apr",15,3,"Fri",14.97
2013,"Apr 2013","Apr",16,4,"Mon",14.39
2013,"Apr 2013","Apr",16,4,"Tue",13.48
2013,"Apr 2013","Apr",16,4,"Wed",13.61
2013,"Apr 2013","Apr",16,4,"Thu",13.62
2013,"Apr 2013","Apr",16,4,"Fri",13.61
2013,"Apr 2013","Apr",17,5,"Mon",13.71
2013,"Apr 2013","Apr",17,5,"Tue",13.52
2013,"May 2013","May",17,1,"Wed",14.49
2013,"May 2013","May",17,1,"Thu",13.59
2013,"May 2013","May",17,1,"Fri",12.85
2013,"May 2013","May",18,2,"Mon",12.66
2013,"May 2013","May",18,2,"Tue",12.83
2013,"May 2013","May",18,2,"Wed",12.66
2013,"May 2013","May",18,2,"Thu",13.13
2013,"May 2013","May",18,2,"Fri",12.59
2013,"May 2013","May",19,3,"Mon",12.55
2013,"May 2013","May",19,3,"Tue",12.77
2013,"May 2013","May",19,3,"Wed",12.81
2013,"May 2013","May",19,3,"Thu",13.07
2013,"May 2013","May",19,3,"Fri",12.45
2013,"May 2013","May",20,4,"Mon",13.02
2013,"May 2013","May",20,4,"Tue",13.37
2013,"May 2013","May",20,4,"Wed",13.82
2013,"May 2013","May",20,4,"Thu",14.07
2013,"May 2013","May",20,4,"Fri",13.99
2013,"May 2013","May",21,5,"Tue",14.48
2013,"May 2013","May",21,5,"Wed",14.83
2013,"May 2013","May",21,5,"Thu",14.53
2013,"May 2013","May",21,5,"Fri",16.299999
2013,"Jun 2013","Jun",22,1,"Mon",16.280001
2013,"Jun 2013","Jun",22,1,"Tue",16.27
2013,"Jun 2013","Jun",22,1,"Wed",17.5
2013,"Jun 2013","Jun",22,1,"Thu",16.629999
2013,"Jun 2013","Jun",22,1,"Fri",15.14
2013,"Jun 2013","Jun",23,2,"Mon",15.44
2013,"Jun 2013","Jun",23,2,"Tue",17.07
2013,"Jun 2013","Jun",23,2,"Wed",18.59
2013,"Jun 2013","Jun",23,2,"Thu",16.41
2013,"Jun 2013","Jun",23,2,"Fri",17.15
2013,"Jun 2013","Jun",24,3,"Mon",16.799999
2013,"Jun 2013","Jun",24,3,"Tue",16.610001
2013,"Jun 2013","Jun",24,3,"Wed",16.639999
2013,"Jun 2013","Jun",24,3,"Thu",20.49
2013,"Jun 2013","Jun",24,3,"Fri",18.9
2013,"Jun 2013","Jun",25,4,"Mon",20.110001
2013,"Jun 2013","Jun",25,4,"Tue",18.469999
2013,"Jun 2013","Jun",25,4,"Wed",17.209999
2013,"Jun 2013","Jun",25,4,"Thu",16.860001
2013,"Jun 2013","Jun",25,4,"Fri",16.860001
2013,"Jul 2013","Jul",26,1,"Mon",16.370001
2013,"Jul 2013","Jul",26,1,"Tue",16.440001
2013,"Jul 2013","Jul",26,1,"Wed",16.200001
2013,"Jul 2013","Jul",26,1,"Fri",14.89
2013,"Jul 2013","Jul",27,2,"Mon",14.78
2013,"Jul 2013","Jul",27,2,"Tue",14.35
2013,"Jul 2013","Jul",27,2,"Wed",14.21
2013,"Jul 2013","Jul",27,2,"Thu",14.01
2013,"Jul 2013","Jul",27,2,"Fri",13.84
2013,"Jul 2013","Jul",28,3,"Mon",13.79
2013,"Jul 2013","Jul",28,3,"Tue",14.42
2013,"Jul 2013","Jul",28,3,"Wed",13.78
2013,"Jul 2013","Jul",28,3,"Thu",13.77
2013,"Jul 2013","Jul",28,3,"Fri",12.54
2013,"Jul 2013","Jul",29,4,"Mon",12.29
2013,"Jul 2013","Jul",29,4,"Tue",12.66
2013,"Jul 2013","Jul",29,4,"Wed",13.18
2013,"Jul 2013","Jul",29,4,"Thu",12.97
2013,"Jul 2013","Jul",29,4,"Fri",12.72
2013,"Jul 2013","Jul",30,5,"Mon",13.39
2013,"Jul 2013","Jul",30,5,"Tue",13.39
2013,"Jul 2013","Jul",30,5,"Wed",13.45
2013,"Aug 2013","Aug",30,1,"Thu",12.99
2013,"Aug 2013","Aug",30,1,"Fri",11.98
2013,"Aug 2013","Aug",31,2,"Mon",11.84
2013,"Aug 2013","Aug",31,2,"Tue",12.72
2013,"Aug 2013","Aug",31,2,"Wed",12.98
2013,"Aug 2013","Aug",31,2,"Thu",12.73
2013,"Aug 2013","Aug",31,2,"Fri",13.41
2013,"Aug 2013","Aug",32,3,"Mon",12.81
2013,"Aug 2013","Aug",32,3,"Tue",12.31
2013,"Aug 2013","Aug",32,3,"Wed",13.04
2013,"Aug 2013","Aug",32,3,"Thu",14.73
2013,"Aug 2013","Aug",32,3,"Fri",14.37
2013,"Aug 2013","Aug",33,4,"Mon",15.1
2013,"Aug 2013","Aug",33,4,"Tue",14.91
2013,"Aug 2013","Aug",33,4,"Wed",15.94
2013,"Aug 2013","Aug",33,4,"Thu",14.76
2013,"Aug 2013","Aug",33,4,"Fri",14.06
2013,"Aug 2013","Aug",34,5,"Mon",14.99
2013,"Aug 2013","Aug",34,5,"Tue",16.82
2013,"Aug 2013","Aug",34,5,"Wed",16.49
2013,"Aug 2013","Aug",34,5,"Thu",16.809999
2013,"Aug 2013","Aug",34,5,"Fri",17.01
2013,"Sep 2013","Sep",35,1,"Tue",16.610001
2013,"Sep 2013","Sep",35,1,"Wed",15.88
2013,"Sep 2013","Sep",35,1,"Thu",15.77
2013,"Sep 2013","Sep",35,1,"Fri",15.85
2013,"Sep 2013","Sep",36,2,"Mon",15.63
2013,"Sep 2013","Sep",36,2,"Tue",14.53
2013,"Sep 2013","Sep",36,2,"Wed",13.82
2013,"Sep 2013","Sep",36,2,"Thu",14.29
2013,"Sep 2013","Sep",36,2,"Fri",14.16
2013,"Sep 2013","Sep",37,3,"Mon",14.42
2013,"Sep 2013","Sep",37,3,"Tue",14.53
2013,"Sep 2013","Sep",37,3,"Wed",13.59
2013,"Sep 2013","Sep",37,3,"Thu",13.16
2013,"Sep 2013","Sep",37,3,"Fri",13.12
2013,"Sep 2013","Sep",38,4,"Mon",14.31
2013,"Sep 2013","Sep",38,4,"Tue",14.08
2013,"Sep 2013","Sep",38,4,"Wed",14.01
2013,"Sep 2013","Sep",38,4,"Thu",14.06
2013,"Sep 2013","Sep",38,4,"Fri",15.46
2013,"Sep 2013","Sep",39,5,"Mon",16.6
2013,"Oct 2013","Oct",39,1,"Tue",15.54
2013,"Oct 2013","Oct",39,1,"Wed",16.6
2013,"Oct 2013","Oct",39,1,"Thu",17.67
2013,"Oct 2013","Oct",39,1,"Fri",16.74
2013,"Oct 2013","Oct",40,2,"Mon",19.41
2013,"Oct 2013","Oct",40,2,"Tue",20.34
2013,"Oct 2013","Oct",40,2,"Wed",19.6
2013,"Oct 2013","Oct",40,2,"Thu",16.48
2013,"Oct 2013","Oct",40,2,"Fri",15.72
2013,"Oct 2013","Oct",41,3,"Mon",16.07
2013,"Oct 2013","Oct",41,3,"Tue",18.66
2013,"Oct 2013","Oct",41,3,"Wed",14.71
2013,"Oct 2013","Oct",41,3,"Thu",13.48
2013,"Oct 2013","Oct",41,3,"Fri",13.04
2013,"Oct 2013","Oct",42,4,"Mon",13.16
2013,"Oct 2013","Oct",42,4,"Tue",13.33
2013,"Oct 2013","Oct",42,4,"Wed",13.42
2013,"Oct 2013","Oct",42,4,"Thu",13.2
2013,"Oct 2013","Oct",42,4,"Fri",13.09
2013,"Oct 2013","Oct",43,5,"Mon",13.31
2013,"Oct 2013","Oct",43,5,"Tue",13.41
2013,"Oct 2013","Oct",43,5,"Wed",13.65
2013,"Oct 2013","Oct",43,5,"Thu",13.75
2013,"Nov 2013","Nov",43,1,"Fri",13.28
2013,"Nov 2013","Nov",44,2,"Mon",12.93
2013,"Nov 2013","Nov",44,2,"Tue",13.27
2013,"Nov 2013","Nov",44,2,"Wed",12.68
2013,"Nov 2013","Nov",44,2,"Thu",13.91
2013,"Nov 2013","Nov",44,2,"Fri",12.9
2013,"Nov 2013","Nov",45,3,"Mon",12.53
2013,"Nov 2013","Nov",45,3,"Tue",12.82
2013,"Nov 2013","Nov",45,3,"Wed",12.52
2013,"Nov 2013","Nov",45,3,"Thu",12.37
2013,"Nov 2013","Nov",45,3,"Fri",12.19
2013,"Nov 2013","Nov",46,4,"Mon",13.1
2013,"Nov 2013","Nov",46,4,"Tue",13.42
2013,"Nov 2013","Nov",46,4,"Wed",13.4
2013,"Nov 2013","Nov",46,4,"Thu",12.66
2013,"Nov 2013","Nov",46,4,"Fri",12.26
2013,"Nov 2013","Nov",47,5,"Mon",12.79
2013,"Nov 2013","Nov",47,5,"Tue",12.81
2013,"Nov 2013","Nov",47,5,"Wed",12.98
2013,"Nov 2013","Nov",47,5,"Fri",13.7
2013,"Dec 2013","Dec",48,1,"Mon",14.23
2013,"Dec 2013","Dec",48,1,"Tue",14.55
2013,"Dec 2013","Dec",48,1,"Wed",14.7
2013,"Dec 2013","Dec",48,1,"Thu",15.08
2013,"Dec 2013","Dec",48,1,"Fri",13.79
2013,"Dec 2013","Dec",49,2,"Mon",13.49
2013,"Dec 2013","Dec",49,2,"Tue",13.91
2013,"Dec 2013","Dec",49,2,"Wed",15.35
2013,"Dec 2013","Dec",49,2,"Thu",15.54
2013,"Dec 2013","Dec",49,2,"Fri",15.76
2013,"Dec 2013","Dec",50,3,"Mon",16.030001
2013,"Dec 2013","Dec",50,3,"Tue",16.209999
2013,"Dec 2013","Dec",50,3,"Wed",13.8
2013,"Dec 2013","Dec",50,3,"Thu",14.15
2013,"Dec 2013","Dec",50,3,"Fri",13.79
2013,"Dec 2013","Dec",51,4,"Mon",13.04
2013,"Dec 2013","Dec",51,4,"Tue",12.48
2013,"Dec 2013","Dec",51,4,"Thu",12.33
