"date","value"
1965-10-01,317.3
1965-11-01,318.87
1965-12-01,319.42
1966-01-01,320.62
1966-02-01,321.59
1966-03-01,322.39
1966-04-01,323.87
1966-05-01,324.01
1966-06-01,323.75
1966-07-01,322.39
1966-08-01,320.37
1966-09-01,318.64
1966-10-01,318.1
1966-11-01,319.79
1966-12-01,321.08
1967-01-01,322.07
1967-02-01,322.5
1967-03-01,323.04
1967-04-01,324.42
1967-05-01,325
1967-06-01,324.09
1967-07-01,322.55
1967-08-01,320.92
1967-09-01,319.31
1967-10-01,319.31
1967-11-01,320.72
1967-12-01,321.96
1968-01-01,322.57
1968-02-01,323.15
1968-03-01,323.89
1968-04-01,325.02
1968-05-01,325.57
1968-06-01,325.36
1968-07-01,324.14
1968-08-01,322.03
1968-09-01,320.41
1968-10-01,320.25
1968-11-01,321.31
1968-12-01,322.84
1969-01-01,324
1969-02-01,324.42
1969-03-01,325.64
1969-04-01,326.66
1969-05-01,327.34
1969-06-01,326.76
1969-07-01,325.88
1969-08-01,323.67
1969-09-01,322.38
1969-10-01,321.78
1969-11-01,322.85
1969-12-01,324.11
1970-01-01,325.03
1970-02-01,325.99
1970-03-01,326.87
1970-04-01,328.13
1970-05-01,328.07
1970-06-01,327.66
1970-07-01,326.35
1970-08-01,324.69
1970-09-01,323.1
1970-10-01,323.16
1970-11-01,323.98
1970-12-01,325.13
1971-01-01,326.17
1971-02-01,326.68
1971-03-01,327.18
1971-04-01,327.78
1971-05-01,328.92
1971-06-01,328.57
1971-07-01,327.34
1971-08-01,325.46
1971-09-01,323.36
1971-10-01,323.57
1971-11-01,324.8
1971-12-01,326.01
1972-01-01,326.77
1972-02-01,327.63
1972-03-01,327.75
1972-04-01,329.72
1972-05-01,330.07
1972-06-01,329.09
1972-07-01,328.05
1972-08-01,326.32
1972-09-01,324.93
1972-10-01,325.06
1972-11-01,326.5
1972-12-01,327.55
1973-01-01,328.54
1973-02-01,329.56
1973-03-01,330.3
1973-04-01,331.5
1973-05-01,332.48
1973-06-01,332.07
1973-07-01,330.87
1973-08-01,329.31
1973-09-01,327.51
1973-10-01,327.18
1973-11-01,328.16
1973-12-01,328.64
1974-01-01,329.35
1974-02-01,330.71
1974-03-01,331.48
1974-04-01,332.65
1974-05-01,333.2
1974-06-01,332.16
1974-07-01,331.07
1974-08-01,329.12
1974-09-01,327.32
1974-10-01,327.28
1974-11-01,328.3
1974-12-01,329.58
1975-01-01,330.73
1975-02-01,331.46
1975-03-01,331.9
1975-04-01,333.17
1975-05-01,333.94
1975-06-01,333.45
1975-07-01,331.98
1975-08-01,329.95
1975-09-01,328.5
1975-10-01,328.34
1975-11-01,329.37
1975-12-01,330.59
1976-01-01,331.59
1976-02-01,332.75
1976-03-01,333.52
1976-04-01,334.64
1976-05-01,334.77
1976-06-01,334
1976-07-01,333.06
1976-08-01,330.68
1976-09-01,328.95
1976-10-01,328.75
1976-11-01,330.15
1976-12-01,331.63
1977-01-01,332.66
1977-02-01,333.13
1977-03-01,334.95
1977-04-01,336.13
1977-05-01,336.93
1977-06-01,336.17
1977-07-01,334.88
1977-08-01,332.56
1977-09-01,331.29
1977-10-01,331.27
1977-11-01,332.41
1977-12-01,333.6
1978-01-01,334.95
1978-02-01,335.25
1978-03-01,336.66
1978-04-01,337.69
1978-05-01,338.03
1978-06-01,338.01
1978-07-01,336.41
1978-08-01,334.41
1978-09-01,332.37
1978-10-01,332.41
1978-11-01,333.75
1978-12-01,334.9
1979-01-01,336.14
1979-02-01,336.69
1979-03-01,338.27
1979-04-01,338.95
1979-05-01,339.21
1979-06-01,339.26
1979-07-01,337.54
1979-08-01,335.75
1979-09-01,333.98
1979-10-01,334.19
1979-11-01,335.31
1979-12-01,336.81
1980-01-01,337.9
1980-02-01,338.34
1980-03-01,340.01
1980-04-01,340.93
1980-05-01,341.48
1980-06-01,341.33
1980-07-01,339.4
1980-08-01,337.7
1980-09-01,336.19
1980-10-01,336.15
1980-11-01,337.27
1980-12-01,338.32
1981-01-01,339.29
1981-02-01,340.55
1981-03-01,341.61
1981-04-01,342.53
1981-05-01,343.03
1981-06-01,342.54
1981-07-01,340.78
1981-08-01,338.44
1981-09-01,336.95
1981-10-01,337.08
1981-11-01,338.58
1981-12-01,339.88
1982-01-01,340.96
1982-02-01,341.73
1982-03-01,342.81
1982-04-01,343.97
1982-05-01,344.63
1982-06-01,343.79
1982-07-01,342.32
1982-08-01,340.09
1982-09-01,338.28
1982-10-01,338.29
1982-11-01,339.6
1982-12-01,340.9
1983-01-01,341.68
1983-02-01,342.9
1983-03-01,343.33
1983-04-01,345.25
1983-05-01,346.03
1983-06-01,345.63
1983-07-01,344.19
1983-08-01,342.27
1983-09-01,340.35
1983-10-01,340.38
1983-11-01,341.59
1983-12-01,343.06
1984-01-01,344.1
1984-02-01,344.79
1984-03-01,345.52
1984-04-01,346.84
1984-05-01,347.63
1984-06-01,346.98
1984-07-01,345.53
1984-08-01,343.55
1984-09-01,341.4
1984-10-01,341.67
1984-11-01,343.1
1984-12-01,344.7
1985-01-01,345.21
1985-02-01,346.16
1985-03-01,347.74
1985-04-01,348.34
1985-05-01,349.06
1985-06-01,348.38
1985-07-01,346.72
1985-08-01,345.02
1985-09-01,343.27
1985-10-01,343.13
1985-11-01,344.49
1985-12-01,345.89
1986-01-01,346.56
1986-02-01,347.28
1986-03-01,348.01
1986-04-01,349.77
1986-05-01,350.38
1986-06-01,349.93
1986-07-01,348.16
1986-08-01,346.08
1986-09-01,345.22
1986-10-01,344.51
1986-11-01,345.93
1986-12-01,347.21
1987-01-01,348.52
1987-02-01,348.73
1987-03-01,349.73
1987-04-01,351.31
1987-05-01,352.09
1987-06-01,351.53
1987-07-01,350.11
1987-08-01,348.08
1987-09-01,346.52
1987-10-01,346.59
1987-11-01,347.96
1987-12-01,349.16
1988-01-01,350.39
1988-02-01,351.64
1988-03-01,352.41
1988-04-01,353.69
1988-05-01,354.21
1988-06-01,353.72
1988-07-01,352.69
1988-08-01,350.4
1988-09-01,348.92
1988-10-01,349.13
1988-11-01,350.2
1988-12-01,351.41
1989-01-01,352.91
1989-02-01,353.27
1989-03-01,353.96
1989-04-01,355.64
1989-05-01,355.86
1989-06-01,355.37
1989-07-01,353.99
1989-08-01,351.81
1989-09-01,350.05
1989-10-01,350.25
1989-11-01,351.49
1989-12-01,352.85
1990-01-01,353.8
1990-02-01,355.04
1990-03-01,355.73
1990-04-01,356.32
1990-05-01,357.32
1990-06-01,356.34
1990-07-01,354.84
1990-08-01,353.01
1990-09-01,351.31
1990-10-01,351.62
1990-11-01,353.07
1990-12-01,354.33
1991-01-01,354.84
1991-02-01,355.73
1991-03-01,357.23
1991-04-01,358.66
1991-05-01,359.13
1991-06-01,358.13
1991-07-01,356.19
1991-08-01,353.85
1991-09-01,352.25
1991-10-01,352.35
1991-11-01,353.81
1991-12-01,355.12
1992-01-01,356.25
1992-02-01,357.11
1992-03-01,357.86
1992-04-01,359.09
1992-05-01,359.59
1992-06-01,359.33
1992-07-01,357.01
1992-08-01,354.94
1992-09-01,352.96
1992-10-01,353.32
1992-11-01,354.32
1992-12-01,355.57
1993-01-01,357
1993-02-01,357.31
1993-03-01,358.47
1993-04-01,359.27
1993-05-01,360.19
1993-06-01,359.52
1993-07-01,357.33
1993-08-01,355.64
1993-09-01,354.03
1993-10-01,354.12
1993-11-01,355.41
1993-12-01,356.91
1994-01-01,358.24
1994-02-01,358.92
1994-03-01,359.99
1994-04-01,361.23
1994-05-01,361.65
1994-06-01,360.81
1994-07-01,359.38
1994-08-01,357.46
1994-09-01,355.73
1994-10-01,356.08
1994-11-01,357.53
1994-12-01,358.98
1995-01-01,359.92
1995-02-01,360.86
1995-03-01,361.83
1995-04-01,363.3
1995-05-01,363.69
1995-06-01,363.19
1995-07-01,361.64
1995-08-01,359.12
1995-09-01,358.17
1995-10-01,357.99
1995-11-01,359.45
1995-12-01,360.68
1996-01-01,362.07
1996-02-01,363.24
1996-03-01,364.17
1996-04-01,364.57
1996-05-01,365.13
1996-06-01,364.92
1996-07-01,363.55
1996-08-01,361.38
1996-09-01,359.54
1996-10-01,359.58
1996-11-01,360.89
1996-12-01,362.25
1997-01-01,363.09
1997-02-01,364.03
1997-03-01,364.51
1997-04-01,366.35
1997-05-01,366.64
1997-06-01,365.59
1997-07-01,364.31
1997-08-01,362.25
1997-09-01,360.29
1997-10-01,360.82
1997-11-01,362.49
1997-12-01,364.38
1998-01-01,365.26
1998-02-01,365.98
1998-03-01,367.24
1998-04-01,368.66
1998-05-01,369.42
1998-06-01,368.99
1998-07-01,367.82
1998-08-01,365.95
1998-09-01,364.02
1998-10-01,364.4
1998-11-01,365.52
1998-12-01,367.13
1999-01-01,368.18
1999-02-01,369.07
1999-03-01,369.68
1999-04-01,370.99
1999-05-01,370.96
1999-06-01,370.3
1999-07-01,369.45
1999-08-01,366.9
1999-09-01,364.81
1999-10-01,365.37
1999-11-01,366.72
1999-12-01,368.1
2000-01-01,369.29
2000-02-01,369.54
2000-03-01,370.6
2000-04-01,371.82
2000-05-01,371.58
2000-06-01,371.7
2000-07-01,369.86
2000-08-01,368.13
2000-09-01,367
2000-10-01,367.03
2000-11-01,368.37
2000-12-01,369.67
2001-01-01,370.59
2001-02-01,371.51
2001-03-01,372.43
2001-04-01,373.37
2001-05-01,373.85
2001-06-01,373.21
2001-07-01,371.51
2001-08-01,369.61
2001-09-01,368.18
2001-10-01,368.45
2001-11-01,369.76
2001-12-01,371.24
2002-01-01,372.53
2002-02-01,373.2
2002-03-01,374.12
2002-04-01,375.02
2002-05-01,375.76
2002-06-01,375.52
2002-07-01,374.01
2002-08-01,371.85
2002-09-01,370.75
2002-10-01,370.55
2002-11-01,372.25
2002-12-01,373.79
2003-01-01,374.88
2003-02-01,375.64
2003-03-01,376.45
2003-04-01,377.73
2003-05-01,378.6
2003-06-01,378.28
2003-07-01,376.7
2003-08-01,374.38
2003-09-01,373.17
2003-10-01,373.15
2003-11-01,374.66
2003-12-01,375.99
2004-01-01,377
2004-02-01,377.87
2004-03-01,378.88
2004-04-01,380.35
2004-05-01,380.62
2004-06-01,379.69
2004-07-01,377.47
2004-08-01,376.01
2004-09-01,374.25
2004-10-01,374.46
2004-11-01,376.16
2004-12-01,377.51
2005-01-01,378.46
2005-02-01,379.73
2005-03-01,380.77
2005-04-01,382.29
2005-05-01,382.45
2005-06-01,382.21
2005-07-01,380.74
2005-08-01,378.74
2005-09-01,376.7
2005-10-01,377
2005-11-01,378.35
2005-12-01,380.11
2006-01-01,381.38
2006-02-01,382.19
2006-03-01,382.67
2006-04-01,384.61
2006-05-01,385.03
2006-06-01,384.05
2006-07-01,382.46
2006-08-01,380.41
2006-09-01,378.85
2006-10-01,379.13
2006-11-01,380.15
2006-12-01,381.82
2007-01-01,382.89
2007-02-01,383.9
2007-03-01,384.58
2007-04-01,386.5
2007-05-01,386.56
2007-06-01,386.1
2007-07-01,384.5
2007-08-01,381.99
2007-09-01,380.96
2007-10-01,381.12
2007-11-01,382.45
2007-12-01,383.95
2008-01-01,385.52
2008-02-01,385.82
2008-03-01,386.03
2008-04-01,387.21
2008-05-01,388.54
2008-06-01,387.76
2008-07-01,386.36
2008-08-01,384.09
2008-09-01,383.18
2008-10-01,382.99
2008-11-01,384.19
2008-12-01,385.56
2009-01-01,386.94
2009-02-01,387.48
2009-03-01,388.82
2009-04-01,389.55
2009-05-01,390.14
2009-06-01,389.48
2009-07-01,388.03
2009-08-01,386.11
2009-09-01,384.74
2009-10-01,384.43
2009-11-01,386.02
2009-12-01,387.42
2010-01-01,388.71
2010-02-01,390.2
2010-03-01,391.17
2010-04-01,392.46
2010-05-01,393
2010-06-01,392.15
2010-07-01,390.2
2010-08-01,388.35
2010-09-01,386.85
2010-10-01,387.24
2010-11-01,388.67
2010-12-01,389.79
2011-01-01,391.33
2011-02-01,391.86
2011-03-01,392.6
2011-04-01,393.25
2011-05-01,394.19
2011-06-01,393.74
2011-07-01,392.51
2011-08-01,390.13
2011-09-01,389.08
2011-10-01,389
2011-11-01,390.28
2011-12-01,391.86
2012-01-01,393.12
2012-02-01,393.86
2012-03-01,394.4
2012-04-01,396.18
2012-05-01,396.74
2012-06-01,395.71
2012-07-01,394.36
2012-08-01,392.39
2012-09-01,391.11
2012-10-01,391.05
2012-11-01,392.98
2012-12-01,394.34
2013-01-01,395.55
2013-02-01,396.8
2013-03-01,397.43
2013-04-01,398.41
2013-05-01,399.78
2013-06-01,398.61
2013-07-01,397.32
2013-08-01,395.2
2013-09-01,393.45
2013-10-01,393.7
2013-11-01,395.16
2013-12-01,396.84
2014-01-01,397.85
2014-02-01,398.01
2014-03-01,399.77
2014-04-01,401.38
2014-05-01,401.78
2014-06-01,401.25
2014-07-01,399.1
2014-08-01,397.03
2014-09-01,395.38
2014-10-01,396.03
2014-11-01,397.28
2014-12-01,398.91
2015-01-01,399.98
2015-02-01,400.28
2015-03-01,401.54
2015-04-01,403.28
2015-05-01,403.96
2015-06-01,402.8
2015-07-01,401.31
2015-08-01,398.93
2015-09-01,397.63
2015-10-01,398.29
2015-11-01,400.16
2015-12-01,401.85
2016-01-01,402.56
2016-02-01,404.12
2016-03-01,404.87
2016-04-01,407.45
2016-05-01,407.72
2016-06-01,406.83
2016-07-01,404.41
2016-08-01,402.27
2016-09-01,401.05
2016-10-01,401.59
2016-11-01,403.55
2016-12-01,404.45
2017-01-01,406.17
2017-02-01,406.46
2017-03-01,407.22
2017-04-01,409.04
2017-05-01,409.69
2017-06-01,408.88
2017-07-01,407.12
2017-08-01,405.13
2017-09-01,403.37
2017-10-01,403.63
2017-11-01,405.12
2017-12-01,406.81
2018-01-01,407.96
2018-02-01,408.32
2018-03-01,409.41
2018-04-01,410.24
2018-05-01,411.24
2018-06-01,410.79
2018-07-01,408.71
2018-08-01,406.99
2018-09-01,405.51
2018-10-01,406
2018-11-01,408.02
