"YEAR_WEEK","STORE_ID","POS_AMT","POS_QTY"
201829,1356,98.64,32
201829,3631,371.25,125
201829,3134,62.37,12
201829,1373,601.92,209
201829,3924,387,129
201829,1376,104.94,30
201829,3156,167.04,58
201829,3674,97.92,34
201829,3634,444.64,112
201829,3667,669,223
201829,3453,139.98,25
201829,3124,540.15,150
201829,3936,259.2,90
201829,3450,436.56,143
201829,1399,167.04,58
201829,3643,101.49,17
201830,3104,91.21,18
201830,3113,103.48,18
201830,3151,48,16
201830,3135,85.57,15
201830,3142,468.51,138
201830,3643,53.73,9
201830,3936,152.64,53
201830,3666,87.56,16
201830,3654,322.55,93
201830,3677,85.59,15
201830,1313,125.37,23
201830,3634,226.29,57
201830,3492,80.64,28
201830,288,63.36,22
201830,3132,55.74,10
201830,3674,41.37,9
201830,1399,97.92,34
201830,3924,29.97,9
201830,3616,91.54,16
201830,3614,111.16,34
201830,3124,184.32,64
201830,1341,293.87,86
201830,3639,81.59,15
201830,3474,85.57,17
201830,1373,213.12,74
201830,3450,127.36,24
201830,3667,147,49
201831,3151,126.76,43
201831,3665,285.07,81
201831,288,54.72,19
201831,3132,68.15,12
201831,1373,81.48,24
201831,1399,103.68,36
201831,3643,89.55,15
201831,3969,99.55,20
201831,753,73.85,27
201831,3124,11.73,3
201831,3667,111,37
201832,3122,119.41,21
201832,3151,41.88,10
201832,3652,91.31,23
201832,1384,139.08,26
201832,3631,71.46,18
201832,737,178.77,32
201832,1356,79.16,16
201832,3134,49.64,9
201832,3925,188.83,33
201832,3679,85.46,15
201832,3643,71.64,12
201832,3673,77.62,15
201832,3139,99.28,18
201832,3636,264.23,47
201832,3937,67.55,12
201832,3462,85.57,15
201832,753,65.67,12
201832,3617,55.28,12
201832,3618,79.16,16
201832,3667,141,47
201832,793,59.37,12
201833,3151,72,24
201833,3652,141.67,45
201833,3677,62.18,11
201833,3639,56.21,10
201833,3643,35.82,6
201833,3132,74.12,13
201834,3149,62.09,11
201834,3151,148.16,26
201834,3652,216.81,73
201834,753,91.55,16
201834,3643,47.76,8
201834,3676,59.73,12
201834,763,40.96,8
201834,3140,14.38,3
201834,740,46.67,9
201834,3156,9.96,2
201835,3149,35.23,8
201835,3652,304.54,106
201835,3640,265.88,69
201835,3901,378.04,68
201835,3490,299.49,116
201835,3642,112.42,20
201835,3663,94.51,17
201835,3915,138.82,25
201835,1350,80.09,14
201835,3132,46.75,9
201835,3643,59.7,10
201835,3619,56.21,10
201835,1341,175.55,39
201835,3450,139.68,25
201836,3149,32.24,6
201836,3652,42.51,16
201836,3640,122.7,31
201836,3670,90.15,16
201836,3682,51.74,10
201836,288,74.12,13
201836,1341,95.54,22
201836,3631,105.47,19
201836,3646,35.76,8
201836,3643,113.43,19
201836,3666,91.54,16
201836,3490,12,6
201837,3643,65.67,11
201837,3673,91.56,16
201837,277,16.12,3
201838,3657,170.71,43
201838,3450,305.69,77
201838,3478,28.06,5
201838,3428,99.25,25
201839,3450,289.81,73
201839,3682,33.84,6
201839,3643,29.85,5
201840,3643,53.73,9
201841,1352,65.08,13
201841,3492,43.59,10
201841,3919,40,7
201841,760,56.12,10
201841,3643,29.85,5
201841,3456,28.06,5
201841,3646,68.64,12
201841,3124,25.76,5
201841,3463,32.24,6
201842,3472,45.97,8
201842,3682,56.22,10
201842,3461,55.61,10
201842,1350,102.52,18
201842,3492,44.18,8
201842,3933,22.09,4
201842,3493,81.37,15
201842,3467,28.86,6
201842,3456,34.63,7
201842,3643,29.85,5
201842,3126,36.85,7
201843,3653,119.43,21
201843,3131,99.52,18
201843,3919,44.78,9
201843,263,71.67,13
201843,3492,32.24,6
201843,3643,71.64,12
201843,3496,27.9,6
201843,3616,78.6,16
201844,293,95.31,17
201844,1376,70.67,13
201844,705,119.19,21
201844,3463,66.27,12
201844,3924,93.58,18
201844,3926,113.22,20
201844,3457,94.55,17
201844,3915,68.55,12
201844,3643,83.58,14
201844,3141,82.61,15
201844,3468,35.61,7
201844,3478,52.54,10
201844,740,95.31,17
201845,3658,16.12,3
201845,3492,34.63,7
201845,3642,67.68,12
201845,3643,47.76,8
201846,718,45.78,8
201846,3125,13.41,3
201846,3643,41.79,7
201846,3666,37.81,9
201846,3496,22.41,5
201846,3933,73.63,15
201847,3643,53.73,9
201848,743,55.72,10
201848,3113,91.54,16
201848,3467,73.44,15
201848,268,79.6,16
201848,3463,27.87,5
201848,1313,137.31,25
201848,3622,27.87,5
201848,3456,51.74,10
201848,3496,45.28,8
201848,3643,35.82,6
201848,3936,51.25,9
201848,3634,79.6,14
201849,1370,26.27,5
201849,3643,53.73,9
201850,3122,28.06,5
201850,1341,34.03,6
201850,3643,53.73,9
201850,3474,77.62,14
201851,3676,79.11,14
201851,1356,57.73,11
201851,3643,143.28,24
201852,3646,57.22,10
201852,3643,35.82,6
201901,3657,131.01,33
201901,3428,134.98,34
201901,1341,40,7
201901,3643,47.76,8
201901,3450,95.28,24
201901,3478,44.18,8
201902,3643,53.73,9
201902,3141,21.9,4
201902,3635,60.3,11
201903,3643,35.82,6
201903,1352,77.28,15
201903,3676,36.82,7
201904,3122,43.78,9
201904,3473,111.44,20
201904,3643,53.73,9
201904,3125,27.86,6
201904,3910,85.57,15
201904,3492,56.12,10
201905,3119,82.59,15
201905,3132,45.97,8
201905,3146,52.74,10
201905,3677,102,20
201905,3643,71.64,12
201906,3657,127.04,32
201906,3672,79.62,14
201906,3450,131.01,33
201906,3478,67.47,14
201906,3643,47.76,8
201906,3969,162.77,41
201906,3428,127.04,32
201907,3150,16.12,3
201907,1335,118.21,21
201907,3919,34.63,7
201907,1370,36.42,7
201907,3643,71.64,12
201908,3131,95.55,17
201908,3681,106.27,19
201908,3643,35.82,6
201909,3104,39.29,7
201909,3122,36.79,7
201909,3117,97.51,17
201909,291,61.69,11
201909,3622,28.06,5
201909,1341,79.6,14
201909,760,67.66,12
201909,3478,46.57,9
201909,3125,57.71,11
201909,763,34.03,6
201909,3643,47.76,8
201910,758,121.31,23
201910,3670,45.97,8
201910,3472,25.87,5
201910,3937,48.96,10
201910,3676,34.03,6
201910,3643,59.7,10
201911,744,33.79,7
201911,758,53.67,11
201911,3113,61.67,11
201911,3937,79.58,14
201911,3461,73.61,13
201911,3618,153.19,27
201911,3494,117.37,21
201911,760,87.54,16
201911,3679,153.19,27
201911,268,147.22,26
201911,3676,86.08,15
201911,1302,91.99,18
201911,3135,69.43,13
201911,3143,91.52,16
201911,3617,53.67,11
201911,1352,79.58,14
201911,1341,87.52,16
201911,1371,55.7,10
201911,3022,115.34,22
201911,1320,55.7,10
201911,3621,180.1,32
201911,3496,68.66,12
201911,3453,129.31,23
201911,3614,79.58,14
201911,273,49.73,9
201911,3646,59.64,12
201911,3462,87.52,16
201911,1326,43.76,8
201911,3643,47.76,8
201911,3109,49.75,9
201911,3682,55.64,12
201911,3490,65.61,13
201911,3915,105.43,19
201911,3126,97.49,17
201911,3673,63.64,12
201911,3141,87.52,16
201911,3635,81.55,15
201912,3473,81.59,15
201912,3676,54.73,10
201912,3643,89.55,15
201913,758,48.77,9
201913,3122,25.88,5
201913,3643,75.13,13
201913,3619,55.75,11
201913,3462,24.89,5
201914,1384,53.76,10
201914,3618,149.28,26
201914,3135,50.76,9
201914,3496,20.91,4
201914,3148,8.97,2
201914,3643,47.76,8
201914,3666,102.99,18
201914,3126,71.67,13
201914,3616,44.79,8
201914,3134,62.7,11
201915,3113,151.01,33
201915,3151,95.55,18
201915,1384,77.62,14
201915,3468,38.81,7
201915,3643,59.7,10
201915,1352,65.68,12
201915,1346,55.73,10
201915,1320,131.37,23
201915,3496,52.34,10
201915,3126,68.66,12
201916,3643,41.79,7
201917,1375,78.21,14
201917,3478,63.29,13
201917,3643,23.88,4
201918,3104,63.13,14
201918,3122,27.64,6
201918,3131,129.26,23
201918,770,133.37,25
201918,1384,89.55,17
201918,793,57.49,11
201918,3620,31.73,6
201918,3924,91.56,16
201918,3665,186.62,34
201918,3450,84.82,16
201918,3146,39.81,7
201918,1326,67.55,12
201918,3643,71.64,12
201918,3672,242.86,46
201918,3496,55.73,10
201919,3022,182.09,32
201919,3643,59.7,10
201920,3112,51.61,13
201920,743,103.22,26
201920,3149,51.61,13
201920,744,87.34,22
201920,704,508.16,128
201920,758,111.16,28
201920,3658,186.59,47
201920,3104,87.34,22
201920,3660,111.16,28
201920,3117,198.5,50
201920,3653,182.62,46
201920,3131,182.62,46
201920,3122,99.25,25
201920,3120,103.22,26
201920,3151,103.22,26
201920,3113,111.16,28
201920,3150,23.82,6
201920,3119,131.01,33
201920,3661,182.62,46
201920,3652,254.08,64
201920,3640,67.49,17
201920,1341,230.26,58
201920,3473,138.95,35
201920,3142,397,100
201920,1335,250.11,63
201920,3617,170.71,43
201920,289,206.44,52
201920,3622,71.46,18
201920,710,393.03,99
201920,275,158.8,40
201920,3679,91.31,23
201920,1371,190.56,48
201920,1320,258.05,65
201920,3919,55.58,14
201920,1384,103.22,26
201920,775,99.25,25
201920,3451,341.42,86
201920,266,186.59,47
201920,3680,87.34,22
201920,262,321.57,81
201920,1352,83.37,21
201920,3461,103.22,26
201920,3135,83.37,21
201920,3494,250.11,63
201920,3493,301.72,76
201920,1375,202.47,51
201920,3143,178.65,45
201920,3923,289.81,73
201920,1368,273.93,69
201920,1306,262.02,66
201920,3681,150.86,38
201920,3916,142.92,36
201920,730,603.44,152
201920,1356,87.34,22
201920,263,95.28,24
201920,3901,591.53,149
201920,3615,95.28,24
201920,1302,170.71,43
201920,3472,131.01,33
201920,3937,91.31,23
201920,3138,239.79,61
201920,3145,254.08,64
201920,1336,321.57,81
201920,3621,726.51,183
201920,268,234.23,59
201920,3467,131.01,33
201920,723,186.59,47
201920,3922,234.23,59
201920,3670,158.8,40
201920,3926,436.7,110
201920,293,361.27,91
201920,3492,103.22,26
201920,3644,71.46,18
201920,3618,258.05,65
201920,760,158.8,40
201920,770,186.59,47
201920,1350,150.86,38
201920,3631,154.83,39
201920,3907,138.95,35
201920,3662,95.28,24
201920,3477,111.16,28
201920,740,115.13,29
201920,1373,111.16,28
201920,3134,51.61,13
201920,3915,158.8,40
201920,3146,47.64,12
201920,3139,226.29,57
201920,273,99.25,25
201920,3643,87.34,22
201920,3152,51.61,13
201920,3636,262.02,66
201920,3465,123.07,31
201920,763,115.13,29
201920,3619,87.34,22
201920,796,119.1,30
201920,3456,115.13,29
201920,3478,99.25,25
201920,3614,55.58,14
201920,3480,194.53,49
201920,3659,59.55,15
201920,3925,329.51,83
201920,3620,154.83,39
201920,1394,138.95,35
201920,3666,115.13,29
201920,703,254.08,64
201920,3474,99.25,25
201920,3639,47.64,12
201920,3022,289.81,73
201920,3634,210.41,53
201920,1313,202.47,51
201920,3924,162.77,41
201920,3140,95.28,24
201920,1326,43.67,11
201920,3673,99.25,25
201920,3468,142.92,36
201920,3126,123.07,31
201920,3616,35.73,9
201920,3114,75.43,19
201920,1370,146.89,37
201920,3463,146.89,37
201920,705,87.34,22
201920,3676,218.35,55
201920,3457,150.86,38
201920,3642,83.37,21
201920,3682,87.34,22
201920,1312,182.62,46
201920,3476,194.53,49
201920,277,131.01,33
201920,3462,83.37,21
201920,1386,186.59,47
201920,291,250.11,63
201920,753,321.57,81
201920,1376,91.31,23
201920,3109,51.61,13
201920,3490,35.73,9
201920,737,158.8,40
201920,3141,317.6,80
201920,3668,43.67,11
201920,3623,63.52,16
201920,3133,150.86,38
201920,288,174.68,44
201920,3132,107.19,27
201920,3674,55.58,14
201920,3148,15.88,4
201920,3635,111.16,28
201920,3910,210.41,53
201920,3672,202.47,51
201920,3654,194.53,49
201920,3136,154.83,39
201920,3675,107.19,27
201920,793,79.4,20
201920,3663,119.1,30
201920,3664,500.22,126
201920,1399,246.14,62
201920,3933,428.76,108
