"classe","roll_belt","pitch_belt","yaw_belt","total_accel_belt","gyros_belt_x","gyros_belt_y","gyros_belt_z","accel_belt_x","accel_belt_y","accel_belt_z","magnet_belt_x","magnet_belt_y","magnet_belt_z","roll_arm","pitch_arm","yaw_arm","total_accel_arm","gyros_arm_x","gyros_arm_y","gyros_arm_z","accel_arm_x","accel_arm_y","accel_arm_z","magnet_arm_x","magnet_arm_y","magnet_arm_z","roll_dumbbell","pitch_dumbbell","yaw_dumbbell","total_accel_dumbbell","gyros_dumbbell_x","gyros_dumbbell_y","gyros_dumbbell_z","accel_dumbbell_x","accel_dumbbell_y","accel_dumbbell_z","magnet_dumbbell_x","magnet_dumbbell_y","magnet_dumbbell_z","roll_forearm","pitch_forearm","yaw_forearm","total_accel_forearm","gyros_forearm_x","gyros_forearm_y","gyros_forearm_z","accel_forearm_x","accel_forearm_y","accel_forearm_z","magnet_forearm_x","magnet_forearm_y","magnet_forearm_z"
"A",1.55,8.09,-94.4,3,0.02,0,0,-21,3,22,-10,601,-312,-129,20.7,-161,34,-0.02,-0.02,-0.02,-290,108,-123,-366,346,511,12.80059675,-70.31304585,-85.11886321,37,0,-0.02,-0.02,-233,46,-271,-563,294,-72,27,-63.7,-151,36,0.03,0,0,190,203,-216,-16,658,462
"A",1.54,8.11,-94.4,3,0.03,0,-0.02,-22,3,22,3,597,-320,-129,20.7,-161,34,-0.02,-0.02,0,-289,111,-126,-371,338,505,12.82749458,-70.49031927,-84.93557392,37,0,-0.02,0,-233,46,-270,-556,297,-68,27,-63.6,-151,36,0.03,0,0,192,204,-214,-14,657,467
"A",1.53,8.14,-94.4,3,0.03,0,-0.02,-21,3,21,-4,599,-317,-129,20.7,-161,34,-0.02,-0.02,0,-290,110,-126,-364,340,532,13.05217456,-70.49400371,-84.87393888,37,0,-0.02,0,-234,47,-271,-555,292,-72,26.9,-63.7,-151,36,0.02,0.02,-0.02,193,206,-217,-14,657,477
"A",1.52,8.16,-94.4,3,0.03,0,-0.02,-20,4,23,-4,606,-320,-129,20.7,-161,34,-0.02,-0.02,0,-290,109,-125,-367,337,514,13.05217456,-70.49400371,-84.87393888,37,0,-0.02,-0.02,-234,47,-271,-552,291,-60,26.8,-63.6,-151,36,0.02,-0.02,-0.03,195,205,-217,-12,657,469
"A",1.52,8.17,-94.4,3,0.03,0,-0.02,-21,4,21,2,593,-308,-129,20.7,-161,34,0,-0.02,0,-289,109,-125,-366,349,523,13.07948887,-70.67116245,-84.69053461,37,0,-0.02,-0.02,-234,47,-270,-562,298,-64,26.8,-63.6,-151,36,0.02,-0.02,-0.03,189,204,-217,-4,661,479
"A",1.53,8.17,-94.4,3,0.02,0.02,-0.02,-21,4,22,0,601,-308,-129,20.7,-161,34,0,0,0,-290,109,-126,-371,331,512,12.52525589,-70.34276829,-85.15887803,37,0,-0.02,-0.02,-233,45,-271,-558,294,-64,26.8,-63.6,-151,36,0.02,0,-0.02,192,203,-217,-13,660,469
"A",1.44,8.18,-94.3,3,0.02,0.02,-0.02,-22,3,21,-6,604,-315,-129,20.5,-161,34,0.02,-0.02,0,-291,109,-126,-369,337,512,13.30261297,-70.67355141,-84.62953444,37,0,-0.02,-0.02,-235,48,-271,-556,296,-68,26.7,-63.7,-151,36,0,0,-0.02,188,204,-214,-14,656,465
"A",1.41,8.18,-94.4,3,0,0,-0.03,-22,4,22,1,600,-301,-129,20.5,-161,34,0.02,-0.02,-0.02,-290,111,-124,-369,336,514,13.35451266,-70.63995378,-84.64918975,37,0,-0.02,-0.02,-234,48,-270,-560,293,-65,26.6,-63.7,-151,36,0,0,-0.02,191,205,-216,-15,651,464
"A",1.42,8.12,-94.3,3,0,0,-0.02,-21,3,21,-3,603,-319,-130,20.3,-161,34,0.03,-0.02,-0.03,-289,111,-123,-368,340,515,13.07574259,-70.28271016,-85.07803122,37,0,-0.02,-0.02,-233,47,-271,-554,295,-61,26.5,-63.8,-150,36,-0.02,0.02,-0.03,191,207,-215,-9,654,471
"A",1.4,8.04,-94.3,3,0,0,-0.02,-21,4,21,-3,604,-316,-130,20.2,-161,34,0,-0.02,-0.02,-290,111,-125,-373,336,507,13.65402259,-70.39675962,-84.81058285,37,0,-0.02,0,-233,49,-270,-552,296,-69,26.4,-63.9,-150,36,-0.02,-0.02,-0.03,191,205,-215,-18,651,469
"A",1.4,8.06,-94.3,3,0.03,0,-0.03,-20,6,21,1,600,-301,-130,20.1,-162,34,0.02,-0.02,-0.02,-289,110,-125,-375,339,510,12.80059675,-70.31304585,-85.11886321,37,0,-0.02,-0.02,-233,46,-271,-555,290,-65,26.4,-63.9,-150,36,0.03,-0.02,0.03,192,203,-212,-11,655,470
"A",1.3,8,-94.2,3,-0.02,0.02,-0.03,-21,3,22,-4,599,-316,-130,19.9,-162,34,0.02,-0.03,0,-287,109,-123,-373,343,516,13.35451266,-70.63995378,-84.64918975,37,-0.02,-0.02,-0.02,-234,48,-270,-551,297,-68,26.3,-63.9,-150,36,0.02,0.02,-0.02,192,207,-216,-3,653,460
"A",1.29,7.81,-94.2,3,-0.02,0.02,0,-19,4,19,1,602,-309,-130,19.7,-162,34,0,-0.02,-0.02,-289,111,-120,-366,341,508,13.29883416,-70.28683115,-85.01527601,37,0,-0.02,0,-234,48,-272,-559,291,-68,26,-63.9,-150,36,0.02,-0.02,-0.02,192,202,-216,-12,652,464
"A",1.33,7.76,-94.2,3,-0.02,0.02,0,-19,4,21,-3,601,-318,-130,19.7,-162,34,0,-0.03,-0.02,-289,111,-124,-370,332,506,13.13073959,-70.63750507,-84.71064711,37,0,-0.02,0,-233,47,-269,-558,290,-65,26,-63.9,-150,36,0.03,0,0,191,202,-214,-10,655,469
"A",1.33,7.69,-94.2,3,0.02,0,-0.02,-18,5,22,2,593,-312,-130,19.6,-162,34,0,-0.02,0,-290,111,-123,-366,336,513,13.40681541,-70.60607434,-84.66896285,37,0,-0.02,0,-233,48,-269,-557,294,-68,25.8,-63.8,-149,36,0.03,0,0,194,208,-214,-16,653,462
"A",1.29,7.58,-94.1,3,0,0,-0.03,-20,3,21,-7,604,-311,-130,19.4,-162,34,0.02,-0.02,-0.02,-289,110,-127,-367,339,505,13.099337,-70.07065749,-85.28282245,37,0,-0.02,0,-232,47,-271,-554,295,-67,25,-63.8,-149,36,0.02,0,-0.03,191,204,-216,-11,656,473
"A",1.27,7.56,-94.1,3,0,0,-0.03,-19,4,21,0,601,-312,-130,19.4,-162,34,0.02,-0.02,-0.03,-290,110,-127,-369,348,505,13.2,-70.4,-84.9,37,-0.02,-0.02,-0.02,-232,47,-269,-561,289,-61,24.9,-63.8,-149,36,0.02,0,-0.05,190,207,-216,-10,653,467
"A",1.26,7.54,-94.1,3,0,0,-0.03,-19,3,22,-2,605,-311,-130,19.4,-162,34,0.02,-0.02,-0.03,-287,108,-125,-371,342,508,13.71142288,-70.75201249,-84.4415855,37,0,-0.02,-0.02,-233,49,-268,-553,290,-66,24.9,-63.8,-149,36,0.02,-0.02,-0.05,192,204,-217,-12,653,475
"A",1.26,7.47,-94.2,3,0.02,0,-0.02,-17,4,21,-3,599,-292,-130,19.2,-162,34,0.02,-0.02,-0.03,-285,109,-122,-365,343,518,14.27102761,-71.46548346,-83.57624877,37,-0.02,-0.02,-0.02,-235,51,-266,-558,294,-67,24.9,-63.8,-149,36,0,-0.02,-0.02,190,204,-216,-20,660,476
"A",1.27,7.46,-94.1,3,0.03,0,-0.02,-18,3,20,-4,596,-313,-130,19.2,-162,34,0.02,-0.02,-0.02,-287,110,-124,-370,338,519,13.58004112,-71.02860105,-84.20204033,37,-0.02,-0.02,0,-236,49,-270,-555,289,-71,25,-63.8,-149,36,0,-0.03,-0.03,193,204,-215,-11,649,477
"A",1.23,7.43,-94.1,3,0,0,-0.02,-21,3,22,-4,598,-306,-131,19,-162,34,0.02,-0.02,0,-289,110,-124,-368,335,518,13.65784101,-70.78551893,-84.42283544,37,0,-0.02,0,-234,49,-269,-557,298,-63,24.9,-63.8,-149,36,-0.02,-0.03,-0.05,194,205,-215,-17,650,463
"A",1.24,7.43,-94.1,3,0,0,-0.02,-19,4,22,2,598,-314,-131,19,-162,34,0,-0.02,0,-289,111,-120,-372,335,521,13.41047767,-70.99594236,-84.28004856,37,-0.02,0,0,-234,48,-268,-559,298,-70,24.9,-63.8,-149,36,0,-0.02,-0.03,192,202,-211,-22,660,477
"A",1.25,7.41,-94.1,3,0,0,-0.02,-21,4,21,-2,600,-304,-131,19,-162,34,0,-0.03,0,-290,111,-123,-368,343,510,13.10320545,-70.45974712,-84.89472246,37,-0.02,0,0,-233,47,-270,-555,295,-77,24.9,-63.8,-149,36,0.02,-0.03,-0.02,192,202,-213,-13,655,477
"A",1.26,7.41,-94.1,3,0,0,-0.02,-20,3,21,-5,599,-314,-131,18.9,-162,34,0,-0.03,0,-290,111,-124,-375,334,525,13.15834491,-70.81598707,-84.52580163,37,0,-0.02,0,-233,47,-268,-558,296,-65,25,-63.8,-149,36,0.02,-0.03,0,191,201,-213,-16,663,467
"A",1.28,7.35,-94.1,3,0,0,-0.02,-19,5,22,-6,609,-310,-131,18.8,-162,34,0,-0.02,0,-289,110,-123,-365,334,504,13.10320545,-70.45974712,-84.89472246,37,0,-0.02,0,-233,47,-270,-553,300,-68,25,-63.7,-149,36,0.02,0,-0.02,192,207,-216,-11,667,475
"A",1.23,7.31,-94.1,3,0,0,-0.03,-21,5,20,-3,599,-302,-131,18.6,-162,34,0.02,-0.02,-0.02,-289,109,-125,-373,335,511,13.15834491,-70.81598707,-84.52580163,37,0,-0.03,0,-233,47,-268,-558,293,-63,24.8,-63.7,-149,36,0.02,-0.02,-0.02,193,201,-214,-16,657,471
"A",1.23,7.32,-94.1,3,0,0,-0.03,-17,2,21,-3,598,-317,-131,18.6,-162,34,0.02,-0.02,-0.03,-289,111,-124,-363,331,513,13.32663754,-70.46303572,-84.83261299,37,0,-0.03,0,-234,48,-271,-550,298,-64,24.8,-63.7,-149,36,0.02,0,0,193,203,-213,-17,652,472
"A",1.2,7.28,-94.1,3,0,0,-0.03,-19,2,20,-3,601,-295,-131,18.6,-162,34,0.02,-0.02,-0.02,-288,111,-125,-363,348,518,13.15834491,-70.81598707,-84.52580163,37,0,-0.03,0,-233,47,-268,-556,294,-64,24.8,-63.7,-149,36,0.02,-0.02,0,194,203,-212,-13,657,473
"A",1.17,7.27,-94.1,3,0,0,-0.03,-20,2,21,-6,595,-302,-131,18.5,-162,34,0.02,-0.02,-0.03,-289,111,-122,-364,339,507,12.88149984,-70.84703902,-84.56669062,37,0,-0.03,0,-233,46,-268,-557,291,-64,24.8,-63.6,-149,36,0.02,-0.02,0,191,202,-214,-10,655,475
"A",1.16,7.29,-94.1,3,0.02,0,-0.02,-20,4,21,1,601,-313,-131,18.5,-162,34,0,-0.03,-0.02,-289,109,-122,-371,335,526,13.38245941,-70.81758832,-84.46500278,37,0,-0.03,0,-234,48,-269,-553,293,-55,24.8,-63.6,-149,36,0.02,0,0.02,193,203,-213,-17,656,471
"A",1.15,7.29,-94.1,3,0.02,0,-0.02,-19,4,22,-9,597,-302,-131,18.4,-162,34,0,-0.02,-0.02,-290,111,-123,-371,350,510,12.88493577,-71.23827887,-84.17631287,37,0,-0.03,0,-234,46,-267,-552,295,-53,24.6,-63.6,-149,36,0.02,0.03,0,190,204,-213,-13,655,467
"A",1.16,7.27,-94.1,3,0,0,-0.02,-19,3,22,-6,605,-308,-131,18.4,-162,34,0.02,-0.02,-0.02,-290,111,-123,-364,338,510,13.43498726,-70.78431067,-84.4840986,37,0,-0.03,0,-233,48,-268,-561,296,-69,24.5,-63.7,-149,36,0.02,0.05,0,195,204,-215,-15,652,472
"A",1.18,7.26,-94.1,3,0.02,0,-0.03,-18,4,23,-1,602,-314,-131,18.2,-162,34,0.02,-0.02,-0.02,-290,110,-123,-370,340,515,13.63302557,-70.99624864,-84.21990017,37,0.02,-0.02,-0.02,-235,49,-269,-561,294,-58,23.6,-63.9,-148,36,0,0.05,-0.05,193,206,-211,-7,656,468
"A",1.19,7.25,-94.1,3,0.02,0,-0.02,-19,2,25,-2,604,-310,-131,18.2,-162,34,0.02,-0.02,0,-290,110,-122,-372,335,510,13.00511957,-70.91432223,-84.46784499,37,0,-0.02,0,-236,47,-271,-553,292,-70,23.5,-63.9,-148,36,0.02,0.02,-0.03,195,204,-212,-6,653,469
"A",1.18,7.28,-94.1,3,0.02,0,-0.02,-19,3,22,6,598,-315,-131,18.1,-162,34,0.02,-0.02,0,-290,111,-124,-367,351,510,13.35451266,-70.63995378,-84.64918975,37,0,-0.02,-0.02,-234,48,-270,-555,291,-67,23.4,-63.7,-147,36,0.06,-0.02,0.03,193,207,-213,-10,653,465
"A",1.16,7.28,-94.1,3,0.02,0,-0.03,-21,4,22,-3,608,-312,-131,18,-162,34,0.02,-0.03,0,-290,111,-123,-367,336,523,13.10320545,-70.45974712,-84.89472246,37,0,-0.02,-0.02,-233,47,-270,-553,291,-60,23.4,-63.7,-147,36,0.05,-0.03,0.03,191,206,-213,-10,654,463
"A",1.14,7.31,-94,3,0.02,0,-0.03,-18,2,22,-7,602,-304,-131,17.9,-162,34,0,-0.02,0.02,-288,109,-125,-368,335,516,13.33033728,-70.85058796,-84.44601983,37,0.02,-0.02,-0.02,-235,48,-270,-555,294,-66,23.4,-63.6,-147,36,0.05,-0.02,-0.02,189,207,-217,-9,656,476
"A",1.13,7.3,-94.1,3,0.02,0,-0.02,-19,2,22,-5,604,-312,-131,17.9,-162,34,0.02,-0.02,0,-288,110,-121,-376,330,517,12.85797711,-71.0587115,-84.36200309,37,0,-0.02,-0.02,-234,46,-268,-562,296,-71,23.4,-63.6,-147,36,0.03,-0.02,-0.03,192,207,-214,-5,656,462
"A",1.1,7.3,-94.1,3,0.02,0,-0.03,-21,3,23,1,600,-296,-131,17.9,-162,34,0,-0.02,0,-290,111,-124,-366,332,515,13.15834491,-70.81598707,-84.52580163,37,0,-0.02,0,-233,47,-268,-554,293,-63,23.4,-63.5,-147,36,0.03,-0.03,-0.02,194,202,-214,-12,658,468
"A",1.09,7.31,-94.1,3,0.02,0,-0.03,-19,4,21,0,602,-313,-131,17.8,-162,34,0,-0.02,-0.02,-288,109,-122,-367,345,507,12.75445697,-70.73491752,-84.71075185,37,0,-0.02,0,-235,46,-271,-558,287,-67,23.5,-63.4,-147,36,0.05,-0.05,0.03,189,202,-213,-12,652,467
"A",1.08,7.34,-94.1,3,0.03,0,-0.03,-20,4,21,-11,597,-307,-131,17.8,-162,34,0,-0.02,-0.02,-288,109,-123,-373,338,517,13.05579987,-70.88181726,-84.48704755,37,0,-0.02,-0.02,-235,47,-270,-557,296,-67,23.7,-63.3,-147,36,0.05,-0.05,0.05,191,200,-215,-21,658,467
"A",1.04,7.45,-94.1,3,0.02,0,-0.03,-20,4,22,0,605,-295,-131,17.7,-162,34,0,-0.02,-0.02,-289,110,-122,-370,339,511,12.80426595,-70.70175536,-84.73107178,37,0,-0.02,0,-234,46,-270,-551,295,-55,23.7,-63.3,-147,36,-0.02,-0.03,-0.05,195,203,-213,-11,653,463
"A",1.04,7.48,-94.1,3,0.02,0,-0.03,-20,4,23,3,600,-316,-131,17.6,-162,34,0,-0.02,0,-291,109,-121,-365,339,513,12.80426595,-70.70175536,-84.73107178,37,0,-0.03,-0.02,-234,46,-270,-550,294,-70,23.6,-63.3,-147,36,0,0,-0.02,193,205,-215,-20,663,464
"A",1,7.5,-94.1,3,0.02,0,-0.03,-20,3,22,-3,599,-316,-131,17.5,-162,34,0.02,-0.02,0,-290,111,-125,-372,330,515,12.5743532,-70.30805328,-85.18112668,37,0,-0.02,0,-232,45,-270,-555,290,-70,23.6,-63.3,-147,36,0.02,-0.02,0,191,206,-213,-16,653,471
"A",1.02,7.51,-94.1,3,0.02,0,-0.02,-20,4,23,-4,605,-295,-131,17.4,-162,34,0.02,-0.02,0,-289,109,-123,-365,339,514,12.80773972,-71.09066201,-84.34303267,37,0.02,-0.02,0,-235,46,-269,-557,291,-64,23.6,-63.3,-147,36,0,-0.03,-0.03,190,206,-213,-10,662,461
"A",1.01,7.52,-94.1,3,0.02,0,-0.03,-20,5,21,-7,598,-312,-131,17.4,-162,34,0.02,-0.02,0,-289,111,-123,-368,333,512,12.47653742,-70.3771972,-85.13677002,37,0.02,-0.02,0,-234,45,-272,-558,293,-60,23.6,-63.3,-147,36,0,-0.02,-0.03,192,206,-213,-9,657,472
"A",1.04,7.54,-94.1,3,0.02,0,-0.03,-21,3,24,-4,604,-296,-131,17.3,-162,34,0.02,-0.03,0,-288,109,-122,-371,338,512,12.27185896,-70.15975885,-85.40379472,37,0,-0.02,-0.02,-232,44,-271,-558,290,-71,23.6,-63.3,-147,36,0.02,-0.03,-0.02,193,203,-212,-16,654,468
"A",1.02,7.53,-94.1,3,0,0,-0.03,-21,3,23,1,606,-308,-131,17.2,-162,34,0.02,-0.02,0,-290,111,-122,-367,334,513,12.82370572,-70.1009715,-85.32397096,37,0.02,-0.02,0,-232,46,-271,-559,292,-56,23.6,-63.3,-147,36,0.02,-0.03,0,192,202,-214,-10,662,469
"A",1.01,7.45,-94.1,3,0,0,-0.02,-19,5,23,-3,606,-311,-132,17.1,-162,34,0,0,-0.03,-288,109,-126,-369,340,510,13.30261297,-70.67355141,-84.62953444,37,0,-0.02,0,-235,48,-271,-557,297,-73,23.6,-63.3,-147,36,0,0.02,-0.02,190,205,-216,-17,659,468
"A",1.05,7.42,-94.1,3,0.02,0,-0.03,-20,3,25,-5,598,-298,-132,17.1,-163,34,0,0,-0.03,-290,110,-124,-367,338,525,12.25323852,-70.76108375,-84.8097078,37,0,-0.02,0,-234,44,-270,-557,293,-69,23.2,-63.4,-147,36,0,0.02,-0.02,191,208,-215,-13,656,479
"A",1.03,7.41,-94.1,3,0.02,0,-0.03,-19,3,23,1,605,-313,-132,17.1,-163,34,0,-0.02,-0.02,-289,110,-123,-367,330,510,12.77751367,-70.52436046,-84.91445734,37,0,0,-0.02,-234,46,-271,-562,295,-72,23,-63.4,-147,36,0.02,0,-0.03,190,206,-214,-7,657,463
"A",1.03,7.4,-94.1,3,0.02,0,-0.02,-20,3,25,-8,606,-296,-132,17,-163,34,-0.02,-0.02,-0.03,-288,109,-120,-365,329,507,12.47653742,-70.3771972,-85.13677002,37,0,0,-0.02,-234,45,-272,-559,291,-64,22.8,-63.5,-146,36,0,0.02,-0.03,193,205,-213,-4,651,466
"A",1.03,7.4,-94.1,3,0.02,0,-0.02,-21,4,23,-6,599,-311,-132,17,-163,34,-0.02,-0.02,-0.02,-286,109,-121,-370,342,513,12.54787837,-70.13067278,-85.36429634,37,0,0,-0.02,-232,45,-271,-556,293,-70,22.8,-63.5,-146,36,0,0,-0.03,193,206,-214,-10,660,472
"A",1.05,7.42,-94.1,3,0.02,0,-0.02,-19,4,24,-3,596,-311,-132,17,-163,34,0,-0.02,-0.02,-288,110,-124,-363,339,515,12.55158748,-70.52027361,-84.97560794,37,0,-0.02,0,-233,45,-270,-566,292,-70,22.7,-63.5,-146,36,0.02,-0.02,-0.03,195,205,-214,-9,656,468
"A",1.07,7.44,-94.1,3,0.02,0,-0.02,-20,3,25,-3,606,-311,-132,16.7,-163,34,0.02,-0.02,0,-291,111,-122,-358,333,521,12.25323852,-70.76108375,-84.8097078,37,0,-0.02,-0.02,-234,44,-270,-559,294,-51,22.1,-63.5,-146,36,0.02,0,-0.02,196,207,-212,-17,650,464
"A",1.12,7.4,-94.1,3,0,0,0,-21,4,24,1,598,-293,-133,16.6,-163,34,0.02,-0.02,-0.02,-288,110,-123,-361,343,515,12.72421627,-70.1717217,-85.2789485,37,0,0,-0.02,-234,46,-273,-558,293,-70,22.2,-63.4,-146,36,0.02,0,-0.02,192,203,-214,-7,655,473
"A",1.15,7.39,-94.1,3,0,0,0,-22,3,24,-7,600,-309,-133,16.6,-163,34,0.02,0,-0.02,-288,110,-122,-365,338,511,13.02493063,-70.31756075,-85.05658246,37,0,-0.02,-0.02,-234,47,-272,-560,292,-69,22.3,-63.4,-146,37,0.03,-0.06,-0.02,202,207,-213,-7,654,470
"A",1.22,7.35,-94.1,3,-0.02,0,0.02,-20,2,27,1,607,-312,-133,16.5,-163,34,0.02,-0.02,-0.03,-287,108,-122,-365,340,512,13.13073959,-70.63750507,-84.71064711,37,-0.02,-0.02,-0.02,-233,47,-269,-555,298,-68,22.3,-63.4,-146,36,0,-0.02,-0.02,193,206,-215,-12,654,468
"A",1.23,7.34,-94.1,3,0,0,0,-20,5,26,-1,603,-306,-133,16.5,-163,34,0.02,-0.02,-0.02,-286,109,-124,-364,331,510,13.32663754,-70.46303572,-84.83261299,37,0,-0.02,0.02,-234,48,-271,-563,293,-71,22.4,-63.4,-146,36,0,-0.03,-0.03,189,205,-215,-10,655,463
"A",1.27,7.33,-94.1,3,0,0,0,-19,8,22,-2,604,-312,-133,16.4,-163,34,0.02,0,-0.02,-288,110,-122,-369,337,507,13.04835112,-70.10639112,-85.26057697,37,-0.02,0,0,-233,47,-272,-561,296,-67,22.3,-63.4,-146,36,0,0,-0.03,190,204,-216,-4,648,464
