"Cell","Case","Class","AngleCh1","AreaCh1","AvgIntenCh1","AvgIntenCh2","AvgIntenCh3","AvgIntenCh4","ConvexHullAreaRatioCh1","ConvexHullPerimRatioCh1","DiffIntenDensityCh1","DiffIntenDensityCh3","DiffIntenDensityCh4","EntropyIntenCh1","EntropyIntenCh3","EntropyIntenCh4","EqCircDiamCh1","EqEllipseLWRCh1","EqEllipseOblateVolCh1","EqEllipseProlateVolCh1","EqSphereAreaCh1","EqSphereVolCh1","FiberAlign2Ch3","FiberAlign2Ch4","FiberLengthCh1","FiberWidthCh1","IntenCoocASMCh3","IntenCoocASMCh4","IntenCoocContrastCh3","IntenCoocContrastCh4","IntenCoocEntropyCh3","IntenCoocEntropyCh4","IntenCoocMaxCh3","IntenCoocMaxCh4","KurtIntenCh1","KurtIntenCh3","KurtIntenCh4","LengthCh1","NeighborAvgDistCh1","NeighborMinDistCh1","NeighborVarDistCh1","PerimCh1","ShapeBFRCh1","ShapeLWRCh1","ShapeP2ACh1","SkewIntenCh1","SkewIntenCh3","SkewIntenCh4","SpotFiberCountCh3","SpotFiberCountCh4","TotalIntenCh1","TotalIntenCh2","TotalIntenCh3","TotalIntenCh4","VarIntenCh1","VarIntenCh3","VarIntenCh4","WidthCh1","XCentroid","YCentroid"
207827711,"Test","WS",13.6666708189353,424,174.355555555556,389.427160493827,38.762962962963,126.728395061728,1.03846153846154,0.972515602289283,67.2513089005236,27.1884816753927,84.1413612565445,7.38312109309626,5.24716675831514,5.99783969891543,23.2488639529001,1.46517203304761,806.95328782358,550.756682234161,1698.0612244898,6579.66573197636,1.52470121290272,1.53992349827003,20.2490835119342,20.2490835119342,0.0953916880743605,0.0936004207017632,4.30293664119521,3.94143508206833,5.51870982408609,5.55041860303507,0.300791556728232,0.300791556728232,-0.62539263400019,-0.358350176819863,-0.531553952019726,28.2843601969776,334.728366992964,28.6666666666667,130.460437861669,80.9963340477369,0.757457412350446,1.42743908754069,1.1972549111612,-0.569138209165689,0.765362038663113,0.818637843916991,1,5,70614,157314,15699,51325,67.8440259112905,40.9297273247107,139.875059977099,19.8147580823979,473,15
207932484,"Train","WS",109.416426339951,256,18.8285714285714,126.938775510204,13.6,46.8,1.08187134502924,0.9204595196506,28.0200445434298,14.8708240534521,32.6971046770601,5.38327217931088,4.15118272863746,6.1940345736679,18.0824497411445,1.37874785101652,368.309652862156,267.133437481415,1027.22222222222,3095.78236772001,1.36423598827108,1.48086856916453,22.2974337811907,12.0578760998205,0.108161298130552,0.00995182951397715,6.16058459340397,10.5906853990554,5.04406682956585,7.126899927617,0.315315315315315,0.0585585585585586,-0.364691438040118,1.08333285939406,-0.62627037569786,23.0554683732469,263.634512997657,38.4303784905861,88.504105548321,68.7106197620226,0.634791385440789,1.31393689731363,1.39736414145144,0.546737216176003,1.43236317491446,0.703800653492175,0,6,4613,30856,3332,11466,13.9229365891433,18.6430268191512,40.3317467501516,17.546861208011,211,495
207827674,"Test","PS",52.2054470018701,236,18.1902654867257,6.32743362831858,17.0884955752212,1.91150442477876,1.29265770423992,0.801362221242282,28.5204081632653,16.9132653061224,5.91836734693878,5.2933906311275,4.99377848763553,2.42369780768774,17.3671455519886,3.37831931521193,510.780792091301,151.193757733721,947.560090702948,2742.73566908227,1,1,43.6427572507682,5.80620857181761,0.00547596571180559,0.103488064236111,38.7715625,11.704375,7.73926477057199,4.5123667375356,0.0208333333333333,0.295,-0.00123601337936127,-0.0982068919886745,0.287658056859282,34.7554255167145,204.260673081363,29.3174431295659,78.312290814345,98.8979316451716,0.545333065400087,2.78073934477559,3.07154701347781,0.631169445547913,0.186035384292545,1.21015924262689,0,7,4111,1205,3862,432,12.2692540728741,9.36247218139128,2.57818459187922,12.4986275977331,347,252
207932302,"Test","PS",92.9014641559014,187,40.2402234636872,214.189944134078,44.195530726257,136.251396648045,1.03523035230352,0.979602852023696,32.1158536585366,25.609756097561,90.2743902439024,5.92933569711936,6.05530263235209,6.82164077719664,15.456129220361,1.53548946877937,242.730593602218,158.080272471797,750.501133786848,1933.30708397283,1.62598563257067,1.7327459167189,13.7078750893004,13.7078750893004,0.00954565113139158,0.00864414533296295,16.4210956968052,16.4709153122327,7.2366058046366,7.14245156510477,0.0658682634730539,0.0359281437125749,-0.930684432051194,-0.58857200855461,6.77412126429555,18.7158891580863,190.955265978317,23.9010739898541,75.4431218652626,54.8315003572018,0.79683601149651,1.48764230652562,1.23712368313213,-0.0828397435401877,0.086415591453281,2.00188196183822,2,5,7203,38162,7911,24389,21.2451335723907,23.8620519219332,101.395285091722,12.5809067650121,229,277
207932459,"Train","PS",104.278653971599,258,17.5708502024291,125.368421052632,22.4615384615385,71.2064777327935,1.07572815533981,0.931300185891293,27.8761061946903,16.1194690265487,36.1858407079646,5.18427760984627,5.4862246378924,6.62463901595002,18.1561056458085,1.61605288830923,403.640527615644,249.769379786788,1035.60770975057,3133.76716430751,1.35941841212128,1.24430780760277,26.5285566331076,10.1742391624032,0.0130348806631185,0.00896299047732145,9.4020564042303,10.3015276145711,6.95748710195191,7.14478378777412,0.0739130434782609,0.0347826086956522,-0.556261231459724,-0.512318606372886,-0.647157526748154,26.3196038368232,231.152945436626,29.848920414089,103.458120548506,73.4055915910215,0.557002198187631,1.49032271695925,1.58865752761098,0.443092384148409,0.555675494193287,0.137225244831249,1,5,4340,30720,5548,17588,12.3249705588758,17.7471426240211,41.9285332602849,17.6603386215061,172,207
207827779,"Train","PS",77.9919429315845,358,42.2836257309942,218.131578947368,42.3216374269006,67.5409356725146,1.0378301213419,0.961269792079781,43.309375,43.365625,56.04375,6.13658265703465,5.87002694789525,5.99569934093498,21.3642316104992,1.46821024364656,626.83730449226,426.939743272326,1433.91836734694,5105.76068509147,1.4789638053295,1.46657685570965,25.1269583288202,14.6108860868071,0.0249826387044088,0.0442250988476806,11.8410769411121,8.08477589777656,6.7948636810031,6.36163505819174,0.140127388535032,0.199386503067485,-0.261787170964238,0.809501425829142,0.728679347990055,27.8042084459973,213.948710742099,11.4465384562489,105.150591975946,79.4756888312545,0.663542429442453,1.43095288164102,1.36911424659305,0.256518283103851,1.07109398577385,1.04544620516087,1,6,14461,74260,14474,23099,20.9564773377977,42.3163600412818,66.9657092772678,19.430554844064,276,385
207827784,"Train","PS",13.6599724743225,158,31.4105960264901,103.211920529801,41.4900662251656,116.119205298013,1.37931034482759,0.896038690658644,38.4503816793893,37.6488549618321,74.9236641221374,5.75626090879832,5.81434743205889,6.12137748454536,14.1958923758281,1.47769368797401,184.49269735769,124.851786848083,633.104308390023,1497.91343742965,1.72450988256905,1.59720458250719,27.6324863791854,6.05032986544081,0.0123197174814308,0.0208874822729718,11.9135780885781,6.15489510489512,6.79691998692845,6.48546518621889,0.0681818181818182,0.113636363636364,-0.365908061414884,-0.278824668690064,-0.707398536288731,20.5669112740516,228.970126563939,17.4047619047619,112.561225595896,67.3656324892525,0.442380807076391,1.18227674704136,2.16005757979321,0.41807947283813,0.881334809417757,0.725883896872257,4,5,4743,15435,6265,17534,20.5858794024103,40.6530901947161,109.643608520673,17.3960211308563,239,404
207827790,"Test","WS",23.0710659327011,313,215.411371237458,569.913043478261,150.652173913043,378.612040133779,1.0402576489533,0.957661756770252,73.8741007194245,78.3201438848921,191.553956834532,7.46885884484172,6.81352018079415,7.54013513514613,19.9760593041039,1.76245801129401,561.41979656929,318.543643577126,1253.63038548753,4173.76582098759,1.48762836106489,1.46176931052141,18.6808464245875,17.4222156371624,0.0220572696574447,0.0103501576309091,4.81842122290521,5.87065674538984,6.54645220569389,7.08796992255413,0.127272727272727,0.0545454545454545,-0.370863990465207,-0.420947952937751,-0.444330361548958,26.6182222368723,314.1310511533,22.7322605328692,126.522327266881,72.2061241234998,0.76099894406937,1.72041265648248,1.27478133139253,0.275503481477615,0.770032681136194,0.68399455489894,1,3,64408,170106,45045,113205,100.075563446443,138.203909092996,304.338786517231,15.4719986141554,466,449
207827645,"Train","WS",106.844369325432,315,294.767441860465,492.734219269103,193.435215946844,400.451827242525,1.01451612903226,0.977543717247927,154.578014184397,100.315602836879,237.40780141844,7.40263495116104,6.76102507326777,7.56094161969484,20.0427575174131,1.01664705536952,430.681678887371,423.629495224214,1262.01587301587,4215.71302099726,1.27358315594741,1.01897488761661,16.753579150457,16.753579150457,0.0331566571098034,0.00949084553090892,5.69680851063829,8.22517730496452,6.39014717384166,7.16184245225654,0.163120567375887,0.0460992907801418,38.9742849796824,-1.19024917815004,-1.33287518902538,21.2878357461897,288.197343812122,49.9258066314452,119.63998688348,67.014316601828,0.716174028852179,1.02867163139772,1.09982281490409,5.27421648983253,0.177126587576444,0.223907828539272,2,3,88725,148013,58224,120536,201.368686518205,152.312102933537,305.582829392597,20.6944909302735,95,95
207932306,"Test","PS",93.5911403733293,762,35.6409903713893,164.71939477304,77.5226960110041,213.110041265475,1.2026622296173,0.848713166724865,35.0058351568198,54.4106491611962,121.671043034282,6.24920394829852,7.02756570325004,7.24078700316384,31.1488078680401,1.87158038716806,2193.44833521817,1171.97655535231,3048.12471655329,15824.2418589571,1.45496315162732,1.41503725792198,55.0398262032171,14.3069072438784,0.0138805293059736,0.0386981219501827,7.77673076431983,3.7893874971271,7.09621160943644,6.23331951456403,0.0833333333333333,0.179039301310044,0.230696287331181,5.19308673577315,2.78681899078826,43.9373655060581,213.473077900904,46.9726665827659,127.928133794648,138.693466894191,0.603493543137962,1.52886068424486,1.94391269354692,0.668934773678243,1.93614592103396,1.62993746974324,2,13,25911,119025,56359,154931,21.198780767636,81.7583867502946,245.122042973378,28.7386326032445,77,344
208312429,"Test","PS",33.4584719743903,157,114.24,37.86,268.56,189.146666666667,1.13836477987421,0.874849171407814,85.943396226415,202.320754716981,97.9132075471698,6.72868835710969,6.94202169044318,4.86164575775038,14.148808025969,1.21496565579862,165.630548405064,136.32529250071,628.91156462585,1483.05816553382,1.06928395087299,1.22647694687188,22.2068123996164,7.50497467293998,0.00854019042053234,0.110871624418633,13.625641025641,2.87293447293447,7.08482020758148,5.02834456621381,0.0230769230769231,0.325925925925926,0.192396150719406,0.929113709358163,-1.42079796494589,18.1671477022318,223.045376411825,30.7824640128588,95.1919721777998,59.4235741451127,0.565100372224696,1.18623162492567,1.68604688545174,0.848015413356737,0.968144510020853,0.394596118840998,2,3,17136,5530,40284,28372,81.9066688371588,196.306783037843,195.618723939084,15.3150087390143,327,16
208314602,"Test","PS",80.5548274096692,1060,59.3053359683794,39.7075098814229,29.9347826086957,22.5909090909091,1.07376058041112,0.919058813759619,48.8127572016461,30.7119341563786,23.727366255144,6.77193582626579,6.02444966319713,5.45241624897986,36.7506039658664,1.16764420926107,2845.42789056042,2436.89633194096,4243.0566893424,25989.1493324571,1.25124148065761,1.00413300123384,41.936432193418,25.8382070166511,0.00645645643233926,0.0233887727432631,23.0464237516869,13.1522711756767,7.85987437051054,6.83384707361229,0.0451282051282051,0.130030959752322,-0.196866509020223,-0.008127467842025,0.517560661446791,40.5633400325404,288.238771721075,38.2526806079802,121.306102369993,135.549278420138,0.746920095276386,1.15857117004508,1.34936092489284,0.65466807606581,0.679860797378167,1.13054399956852,7,26,60017,39173,30294,22862,47.888835488168,23.3152839583707,24.7728940778371,35.0115220206645,22,50
208319730,"Train","WS",84.6540357293254,246,582.795744680851,245.344680851064,86.4,65.8808510638298,1.03853955375254,0.969827751232752,200.117782909931,72.5612009237875,35.6189376443418,7.63500678698681,5.63288226523926,6.08439803496541,17.7095756791997,1.26264522865658,331.103685427514,262.230179873883,985.2947845805,2908.19209230818,1.58484001290787,1.35376701091626,15.4920072213511,15.4920072213511,0.0764519903956531,0.0326248741975191,6.11459355664605,6.52739492212503,5.80139314565407,6.44943119828318,0.26605504587156,0.169724770642202,-0.94837736406154,1.28749856766747,-0.18097838907063,20.8640630579465,301.175129486186,19.2356345668192,121.860895289465,61.9680288854046,0.673871959301894,1.19088264384181,1.18268114392299,0.0763640168806457,1.42526296266881,0.564283397095474,2,6,136957,57422,20304,15482,307.296185322576,110.351515718075,52.9868174625312,17.5198313333702,438,16
208332442,"Test","PS",139.435815487647,178,25.5176470588235,2.25294117647059,65.7764705882353,7.82941176470588,1.51358695652174,0.818838756006631,38.4166666666667,58.6736111111111,12.8819444444444,5.61860911912258,6.5516642448005,2.60612902005814,15.0625563687959,2.68378240488258,297.008298040486,110.667801346391,712.766439909297,1789.34744648663,1.47963500806024,1.73183773708045,39.1975114942829,4.92036881423091,0.00709768259064387,0.358207454303677,25.302893658066,3.11205690860863,7.34135250133,3.07267638359999,0.0206896551724138,0.601398601398601,-0.325018182206984,0.662520168289854,3.16083714659684,27.8692353805772,288.797490780261,29.3174431295659,131.570165727364,88.2357606170277,0.42959540949097,1.87250285020838,3.21233386911132,0.504866611460394,0.890268981069515,1.97443623226078,1,4,4338,214,11182,1331,17.731402362977,41.0528716400716,14.4005826967842,14.8834141307052,438,14
208333252,"Train","WS",123.793870553676,223,375.046948356807,293.183098591549,112.103286384977,464.544600938967,1.01126126126126,0.985819841546646,124.297709923664,78.9745547073791,281.834605597964,7.50226936199495,5.41355242306705,6.76625988738921,16.8602506312667,1.11527081114884,268.522773084876,240.769121186155,893.054421768708,2509.52022973022,1.33200485607295,1.29896666953529,14.1940553409332,14.1940553409332,0.0857372881688574,0.0254734487696872,4.46716046824821,8.8833264270175,5.37585214055505,6.57845558410139,0.289340101522843,0.137055837563452,-0.765524747910905,7.54996963432141,-1.20162080996294,18.7383393879834,249.164488727162,38.5529203096094,114.022131799759,56.7762213637328,0.699361821520127,1.0998822355158,1.10237467777118,-0.123165037246479,2.51423478233203,0.200492536113821,2,2,79885,62236,23878,98948,164.780883538988,179.791581577395,363.499868107325,17.0366779123366,386,14
208336780,"Test","WS",140.982122559905,193,65.0810810810811,345.805405405405,16.3243243243243,18.2594594594595,1.04492939666239,0.952235939080116,50.8928571428571,18.25,20.2916666666667,6.49985125761947,3.22627430553835,3.26520920968076,15.7130353916335,1.52581954532186,254.232302015668,166.620163436195,775.657596371882,2031.32254393012,1.80711520030092,1.59229827191918,14.8983322904103,13.7018162864804,0.308815192743764,0.296051232993197,2.46130952380952,2.61309523809524,3.44705864216971,3.52944970968749,0.553571428571428,0.553571428571428,-0.542972937565311,1.09070632976469,0.796825518694707,20.461803039743,252.098574774495,24.0976142250196,118.18859194519,57.2002971537814,0.638059050812225,1.37764910559554,1.2754643833816,0.25556967644846,1.47095367798177,1.45625496457341,1,8,12040,63790,3020,3378,34.3079680118414,25.6062218516601,28.733025159961,14.8526957674739,104,13
208340300,"Test","WS",135.451605353708,343,100.478658536585,288.826219512195,161.271341463415,423.762195121951,1.04163623082542,0.94748345504845,76.708674304419,131.206219312602,303.504091653028,7.26320427170848,6.75522334840985,4.4328034137409,20.9223829245583,1.19661255192767,531.507127804377,444.176460415825,1375.21995464853,4795.4797494417,1.48645000375495,1.03126259650134,18.5816257684358,18.5816257684358,0.0244485491508978,0.20025043430685,8.51849887495982,1.64481410050359,6.69041758711222,4.12887741874864,0.133986928104575,0.445901639344262,1.20140364968546,2.76509391386664,1.57355670816947,23.2110938731829,222.022802938856,31.0874160656965,92.2601566826128,74.326503073743,0.756708591936734,1.18578979122565,1.22544317213346,1.1368446558237,1.51108530645708,1.66151366829697,0,6,32957,94408,52897,138994,77.6394467450883,173.264960380804,702.226223562319,19.5743748554215,175,14
208341265,"Test","PS",9.62233914806917,226,30.2083333333333,40.2962962962963,64.2546296296296,106.976851851852,1.53980370774264,0.828066602520429,38.4506666666667,41.16,61.4746666666667,5.84940440386199,6.43328980313164,6.4435986174042,16.9785696311628,2.54746136772225,414.434575352138,162.685322966328,905.632653061225,2562.72451004245,1.42549115035525,1.68951067276053,43.0143901092159,5.58642413327263,0.0117624838162615,0.0139511220269066,10.7175446580954,6.99697064512458,7.03239915800154,6.7701652416669,0.0695187165775401,0.0904255319148936,-0.491888170224903,0.417738400412147,-1.29159283149988,30.4880826628144,214.10809883355,27.4716922949974,97.3475200804539,97.201628484977,0.428487036799285,1.75916198956338,3.12886604199729,0.518712636512974,0.790447540501545,0.163873625189818,1,5,6525,8489,13879,23107,20.1689191809062,48.5774007894146,80.6745543738699,17.3310262748352,341,15
208384273,"Test","PS",163.949804380448,276,110.943181818182,436.829545454545,192.901515151515,317.242424242424,1.07481751824818,0.96721068072037,69.7078189300412,118.827160493827,198.407407407407,7.04203223497488,7.41169404937515,7.08886552264916,18.7705149811633,2.56936117116316,562.393145803022,218.88442625932,1106.8843537415,3462.79822405333,1.72769497407516,1.47094436322103,25.9240204113656,11.0786422510256,0.00903781154840565,0.0128838704395289,10.2391016949153,9.23893220338982,7.135076543832,6.9526194139717,0.036,0.088,0.884897543409835,1.41751231452766,-0.240749837240066,30.3798579507016,246.538345678435,26.6976860403537,120.816546555723,74.0053253247824,0.675141014123835,2.25176835870283,1.51748572215042,0.862678859977451,1.11679777977839,0.569814282044917,3,6,29289,115060,50926,83752,62.6410574202297,145.433123225205,237.713767312456,13.4915555737725,412,27
208393986,"Train","WS",84.3960679089494,809,31.0414507772021,102.801813471503,40.7383419689119,202.983160621762,1.58252730109204,0.868440077808542,42.7003484320557,26.1512195121951,111.28850174216,6.08185901396079,6.22689988416141,7.28834131783524,32.0983622972698,2.89619901489713,2985.80679229822,1030.93978588494,3236.79818594104,17315.9868092469,1.01131352721047,1.36665109479703,82.8272215561163,10.1398908412225,0.0211012041645125,0.0365631321943436,7.65325623598629,4.8064046367215,6.9400261779619,6.36198642162712,0.124645892351275,0.175582990397805,-0.13931341498877,0.449481025621881,0.227476745828136,66.9294016596731,249.17773105355,28.112847588718,110.463133459887,185.934224794678,0.446275121977651,2.4704776635355,3.27566789731822,0.525299603521831,0.812485422324461,0.991019428082246,6,11,23964,78592,31450,156703,20.4434856535588,34.464277989747,207.727641474353,27.0916845950716,331,36
